#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-21T02:42:53 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-21T02:42:54	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	A	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	PA	(F6.1)	[-160/90]? Position angle of major axis	[ucd=pos.posAng]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_[3.6]	(F6.3)	? Mean error on [3.6]	[ucd=stat.error]
#Column	[4.5]	(F6.3)	? Spitzer/IRAC 4.5um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_[4.5]	(F6.3)	? Growth-curve fitting error in [4.5]	[ucd=stat.error]
#Column	c31	(F6.3)	[1/]? r(75%)/r(25%) concentration index at 3.6um	[ucd=meta.code;spect.index;em.IR.3-4um]
#Column	c42	(F6.3)	? 5*log10(r(80%)/r(20%)) concentration index at 3.6um	[ucd=meta.code;spect.index;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	M4.5	(F7.3)	? Absolute magnitude at 4.5um	[ucd=phys.magAbs;em.IR.4-8um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dmean	(F6.3)	? Standard deviation of Dmean	[ucd=stat.error]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	e_TT	(F4.1)	? Error on TT	[ucd=stat.error]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	e_Vr	(F4.1)	? Mean error on Vr	[ucd=stat.error]
#Column	S4G	(A3)	See the NASA/IPAC details for this galaxy	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	A	Name	RAJ2000	DEJ2000	amaj	PA	ell	[3.6]	e_[3.6]	[4.5]	e_[4.5]	c31	c42	M3.6	M4.5	logM*	Dmean	e_Dmean	TT	e_TT	Vr	e_Vr	S4G	Simbad	NED	LEDA
    1756	 	UGC09815  	229.81264	+44.91631	 47.7	   6.3	 0.727	15.302	 0.002	15.719	 0.001	 2.898	 2.851	-17.703	-17.287	 9.200	       	      	 7.9	 0.9	 2567.0	12.1	S4G	Simbad	NED	LEDA
    1757	 	UGC09816  	229.69997	+59.46250	 64.1	  62.2	 0.431	14.819	 0.002	15.373	 0.020	 4.065	 3.724	-15.843	-15.289	 8.558	       	      	 9.8	 1.0	  660.0	10.0	S4G	Simbad	NED	LEDA
    1758	 	UGC09837  	230.96533	+58.05292	 57.1	 -35.4	 0.161	13.678	 0.004	14.182	 0.006	 2.962	 2.959	-19.396	-18.893	 9.941	 41.200	      	 5.3	 0.6	 2656.6	 4.7	S4G	Simbad	NED	LEDA
    1759	 	UGC09845  	231.52285	+09.20436	 29.2	 -69.5	 0.763	15.934	 0.034	16.203	 0.001	 2.211	 2.103	-17.226	-16.957	 8.899	 42.850	 0.850	 5.8	 0.6	 1894.1	 5.0	S4G	Simbad	NED	LEDA
    1760	 	UGC09856  	231.62640	+41.28973	 67.9	 -27.9	 0.813	14.775	 0.009	15.224	 0.004	 3.258	 3.147	-17.835	-17.386	 9.277	 33.267	 1.828	 6.3	 0.9	 2496.2	 4.4	S4G	Simbad	NED	LEDA
    1761	 	UGC09858  	231.67281	+40.56470	118.5	  77.6	 0.746	12.389	 0.001	12.784	 0.001	 3.583	 3.516	-20.577	-20.182	10.333	 39.191	 5.494	 4.0	 0.5	 2621.0	 3.8	S4G	Simbad	NED	LEDA
    1762	 	UGC09875  	232.69704	+23.06614	 51.1	  40.5	 0.100	14.709	 0.020	15.649	 0.003	 2.854	 2.873	-17.721	-16.781	 9.595	       	      	 8.9	 0.5	 1988.8	 3.6	S4G	Simbad	NED	LEDA
    1763	 	UGC09936  	234.18747	+44.23696	 51.8	  -8.2	 0.531	14.994	 0.003	15.354	 0.007	 2.798	 2.716	-18.054	-17.694	 9.297	 40.700	      	 8.8	 0.5	 2623.5	 9.7	S4G	Simbad	NED	LEDA
    1764	 	UGC09951  	234.83359	+15.38442	 39.9	 -55.7	 0.509	15.649	 0.001	16.076	 0.001	 3.098	 3.015	-16.765	-16.337	 8.832	       	      	 6.6	 0.7	 2004.5	 5.1	S4G	Simbad	NED	LEDA
    1765	 	UGC09977  	235.49839	+00.71337	119.2	  77.1	 0.839	13.024	 0.001	13.387	 0.001	 3.173	 3.138	-19.284	-18.921	 9.792	 28.938	 3.064	 5.3	 0.5	 1914.4	 4.3	S4G	Simbad	NED	LEDA
    1766	 	UGC09979  	235.58116	+00.47461	 45.6	 -45.5	 0.601	15.530	 0.009	15.845	 0.108	 2.604	 2.565	-16.927	-16.612	 8.813	 31.000	      	 9.9	 0.4	 1960.7	 4.0	S4G	Simbad	NED	LEDA
    1767	 	UGC09991  	235.84991	+14.43591	 52.0	  68.6	 0.688	14.824	 0.001	15.173	 0.002	 2.979	 2.905	-17.512	-17.163	 9.073	       	      	 5.9	 0.4	 1933.2	 4.2	S4G	Simbad	NED	LEDA
    1768	 	UGC09992  	235.45098	+67.25383	 43.2	 -25.5	 0.358	15.201	 0.020	15.698	 0.005	 3.169	 3.196	-15.045	-14.548	 8.196	 11.200	      	 9.9	 0.5	  427.7	 4.4	S4G	Simbad	NED	LEDA
    1769	 	UGC10014  	236.43318	+12.50961	 36.7	  -5.8	 0.043	15.310	 0.020	15.906	 0.116	 2.607	 2.596	-17.061	-16.465	 9.076	 29.800	12.869	 9.8	 0.5	 1122.0	 3.6	S4G	Simbad	NED	LEDA
    1770	 	UGC10020  	236.43552	+20.56042	 60.0	  -3.3	 0.020	13.555	 0.001	13.950	 0.008	 3.329	 3.239	-19.064	-18.669	 9.728	 33.400	      	 6.6	 0.7	 2092.3	 4.9	S4G	Simbad	NED	LEDA
    1771	 	UGC10025  	236.60114	+02.84415	 36.3	  84.2	 0.822	16.896	 0.009	17.165	 0.020	 2.837	 2.913	-15.969	-15.701	 8.396	 37.425	 0.411	 8.0	 0.5	 1522.0	 6.2	S4G	Simbad	NED	LEDA
    1772	 	UGC10041  	237.25525	+05.18840	 80.0	  -9.5	 0.378	13.664	 0.004	13.961	 0.081	 2.899	 2.850	-19.037	-18.740	 9.645	 34.700	 1.556	 7.9	 0.9	 2169.9	 3.3	S4G	Simbad	NED	LEDA
    1773	 	UGC10043  	237.17182	+21.86937	 70.0	 -30.0	 0.725	12.694	 0.001	13.033	 0.001	 3.620	 3.451	-20.754	-20.415	10.362	 48.937	 3.801	 4.2	 0.6	 2158.1	 5.2	S4G	Simbad	NED	LEDA
    1774	 	UGC10054  	235.98204	+81.80968	 79.6	 -34.1	 0.522	13.909	 0.010	14.349	 0.001	 3.153	 3.139	-18.133	-17.692	 9.389	 25.600	      	 8.0	 0.5	 1497.5	 8.7	S4G	Simbad	NED	LEDA
    1775	 	UGC10061  	237.81270	+16.32950	 49.2	  -1.8	 0.417	15.437	 0.182	16.014	 0.135	 2.569	 2.616	-17.168	-16.592	 9.104	 33.200	      	 9.9	 0.4	 2092.0	 5.5	S4G	Simbad	NED	LEDA
    1776	 	UGC10194  	241.01738	+63.71261	 52.3	  49.3	 0.826	15.979	 0.006	16.435	 0.009	 2.884	 2.854	-16.088	-15.631	 8.583	 25.900	 0.100	 6.8	 0.6	  868.7	 7.0	S4G	Simbad	NED	LEDA
    1777	 	UGC10288  	243.60354	-00.20758	128.5	  89.9	 0.786	11.930	 0.001	12.327	 0.001	 3.112	 3.052	-20.511	-20.114	10.308	 30.773	 2.499	 5.3	 0.6	 2043.8	 3.3	S4G	Simbad	NED	LEDA
    1778	 	UGC10290  	243.63743	+00.82175	 56.3	 -87.1	 0.214	14.497	 0.010	15.194	 0.019	 2.906	 2.840	-17.946	-17.249	 9.504	 30.800	      	 8.8	 0.5	 1983.5	 4.2	S4G	Simbad	NED	LEDA
    1779	 	UGC10297  	243.87022	+18.90499	 49.8	  -0.6	 0.716	14.055	 0.002	14.427	 0.007	 2.580	 2.653	-18.889	-18.517	 9.641	 38.786	 1.927	 5.1	 0.5	 2305.9	 4.5	S4G	Simbad	NED	LEDA
    1780	 	UGC10310  	244.07449	+47.04523	 70.5	  38.6	 0.309	14.269	 0.001	14.730	 0.012	 2.647	 2.697	-16.724	-16.263	 8.841	 15.800	      	 9.2	 0.6	  715.9	 3.0	S4G	Simbad	NED	LEDA
    1781	 	UGC10413  	247.36313	+21.33664	 67.9	  -6.4	 0.668	14.082	 0.010	14.533	 0.001	 3.886	 3.631	-19.132	-18.681	 9.797	 43.933	 3.543	 5.7	 0.8	 2988.1	 3.6	S4G	Simbad	NED	LEDA
    1782	 	UGC10437  	247.78162	+43.34843	 49.5	 -16.1	 0.394	14.693	 0.005	15.220	 0.008	 4.571	 3.879	-18.327	-17.800	 9.530	       	      	 6.0	 2.0	 2596.8	 4.8	S4G	Simbad	NED	LEDA
    1783	 	UGC10445  	248.44834	+28.98482	 65.7	 -54.6	 0.203	13.554	 0.005	13.978	 0.009	 2.527	 2.628	-18.736	-18.311	 9.618	 28.700	10.116	 6.0	 0.8	  962.4	 2.8	S4G	Simbad	NED	LEDA
    1784	 	PGC065367 	311.71502	-12.84661	 56.7	 -81.4	 0.522	15.312	 0.003	15.825	 0.013	 2.468	 2.594	-11.251	-10.738	 6.689	  2.054	 1.566	 9.9	 0.6	 -141.7	 2.6	S4G	Simbad	NED	LEDA
    1785	 	UGC06080  	165.16650	+61.32090	 59.8	 -55.0	 0.823	15.172	 0.012	15.581	 0.001	 2.926	 2.843	-17.503	-17.094	 9.114	 34.283	 2.606	 6.5	 0.8	 2181.8	 4.6	S4G	Simbad	NED	LEDA
    1786	 	UGC06083  	165.09904	+16.69228	 38.2	 -38.5	 0.702	14.916	 0.002	15.368	 0.005	 2.808	 2.826	-17.765	-17.312	 9.251	 34.367	 1.546	 4.1	 0.4	  948.0	 7.7	S4G	Simbad	NED	LEDA
    1787	 	UGC06104  	165.46237	+16.60706	 51.2	  51.5	 0.691	14.505	 0.016	14.961	 0.001	 2.940	 2.940	-18.974	-18.518	 9.737	 49.650	 0.071	 4.0	 0.3	 2947.2	 4.8	S4G	Simbad	NED	LEDA
    1788	 	UGC06112  	165.64725	+16.73485	 70.0	 -59.9	 0.715	14.474	 0.017	14.950	 0.011	 3.004	 2.935	-17.084	-16.609	 8.996	 20.500	      	 7.4	 0.8	 1036.3	 7.1	S4G	Simbad	NED	LEDA
    1789	 	UGC06145  	166.39499	-01.86400	 30.9	 -63.5	 0.476	16.347	 0.001	16.862	 0.008	 2.653	 2.679	-13.734	-13.219	 7.685	       	      	 9.9	 0.4	  749.4	 6.4	S4G	Simbad	NED	LEDA
    1790	 	UGC06151  	166.48412	+19.82649	 42.9	  41.7	 0.041	15.065	 0.003	15.473	 0.003	 2.833	 2.902	-16.863	-16.455	 8.857	 24.300	      	 8.8	 0.5	 1331.2	 4.6	S4G	Simbad	NED	LEDA
    1791	 	UGC06157  	166.60496	+17.50796	 51.6	   5.4	 0.211	14.452	 0.008	14.887	 0.002	 2.831	 2.922	-18.716	-18.280	 9.618	 43.000	      	 7.8	 0.9	 2958.4	 7.7	S4G	Simbad	NED	LEDA
    1792	 	UGC06162  	166.72812	+51.20338	 75.2	  86.4	 0.411	13.427	 0.001	13.857	 0.001	 3.007	 2.937	-19.233	-18.803	 9.821	 34.033	 1.155	 6.4	 0.8	 2208.1	 5.0	S4G	Simbad	NED	LEDA
    1793	 	UGC06169  	166.76424	+12.06031	 52.4	   1.8	 0.623	13.636	 0.002	14.088	 0.005	 2.792	 2.792	-18.139	-17.687	 9.400	       	      	 3.0	 0.4	 1553.4	 7.2	S4G	Simbad	NED	LEDA
    1794	 	UGC06171  	166.79145	+18.56943	 63.3	  69.1	 0.663	14.939	 0.020	15.255	 0.543	 2.882	 2.953	-16.870	-16.554	 8.792	 23.000	      	 9.9	 0.4	 1192.3	11.3	S4G	Simbad	NED	LEDA
    1795	 	UGC06181  	166.94432	+19.54848	 36.1	 -42.4	 0.041	15.313	 0.003	15.822	 0.002	 2.931	 2.919	-15.938	-15.429	 8.562	       	      	 9.7	 0.6	 1169.6	 4.2	S4G	Simbad	NED	LEDA
    1796	 	UGC06194  	167.25223	+22.92977	 48.3	 -83.3	 0.223	14.003	 0.001	14.389	 0.002	 2.900	 2.851	-18.940	-18.554	 9.671	       	      	 4.9	 2.3	 2642.7	 8.0	S4G	Simbad	NED	LEDA
    1797	 	UGC06249  	168.33660	+59.90870	 52.4	  58.3	 0.122	14.182	 0.011	14.718	 0.003	 2.965	 2.974	-17.140	-16.604	 9.063	       	      	 5.9	 0.4	 1060.4	 6.4	S4G	Simbad	NED	LEDA
    1798	 	UGC06271  	168.65514	+30.31436	 38.8	  47.7	 0.540	13.544	 0.001	13.947	 0.001	 3.295	 3.140	-18.860	-18.458	 9.652	       	      	 1.0	 0.4	 2009.0	 8.5	S4G	Simbad	NED	LEDA
    1799	 	UGC06296  	169.21302	+17.79872	 54.0	 -13.1	 0.583	13.094	 0.001	13.520	 0.002	 2.601	 2.604	-18.843	-18.417	 9.662	 24.400	 1.663	 8.0	 2.4	  976.0	 6.3	S4G	Simbad	NED	LEDA
    1800	 	UGC06307  	169.41782	+38.05287	 49.8	 -19.3	 0.646	14.113	 0.003	14.539	 0.001	 3.048	 3.009	-18.259	-17.833	 9.430	       	      	 7.9	 0.5	 1964.0	12.1	S4G	Simbad	NED	LEDA
    1801	 	UGC06309  	169.44340	+51.47674	 53.7	 -56.8	 0.220	12.732	 0.001	13.156	 0.001	 2.318	 2.500	-20.701	-20.277	10.404	 48.600	 2.953	 4.5	 2.1	 2875.5	 6.1	S4G	Simbad	NED	LEDA
    1802	 	UGC06320  	169.57190	+18.84719	 45.6	 -67.1	 0.081	13.485	 0.001	13.890	 0.009	 2.855	 2.917	-18.286	-17.881	 9.424	 22.600	      	 8.0	 2.0	 1122.5	 6.5	S4G	Simbad	NED	LEDA
    1803	 	NGC4252   	184.62892	+05.55951	 48.6	  50.4	 0.668	14.437	 0.006	14.912	 0.003	 2.825	 2.801	-16.140	-15.665	 8.618	       	      	 3.1	 0.7	  863.6	 6.5	S4G	Simbad	NED	LEDA
    1804	 	NGC4254   	184.70683	+14.41642	191.8	  84.2	 0.194	 9.333	 0.001	 9.724	 0.001	 3.495	 3.373	-21.608	-21.217	10.743	 15.425	 1.551	 5.2	 0.6	 2405.5	 2.8	S4G	Simbad	NED	LEDA
    1805	 	NGC4256   	184.67947	+65.89824	143.8	  40.8	 0.713	10.915	 0.001	11.382	 0.001	 5.217	 4.486	-22.045	-21.578	10.974	 39.100	      	 3.0	 0.4	 2528.0	 8.5	S4G	Simbad	NED	LEDA
    1806	 	NGC4258   	184.73957	+47.30398	802.5	 -36.6	 0.636	 8.031	 0.001	 8.478	 0.001	 3.587	 3.586	-21.328	-20.881	10.672	  7.444	 0.831	 4.0	 0.2	  450.7	 2.8	S4G	Simbad	NED	LEDA
    1807	 	NGC4260   	184.84269	+06.09868	137.2	  60.5	 0.621	11.204	 0.001	11.713	 0.001	 3.831	 3.682	-21.713	-21.203	10.872	 38.317	 5.855	 1.0	 0.6	 1958.0	 5.5	S4G	Simbad	NED	LEDA
    1808	 	NGC4262   	184.87746	+14.87767	 72.4	  -6.0	 0.094	11.102	 0.001	11.621	 0.001	 6.093	 4.927	-20.458	-19.939	10.377	 20.510	 4.856	-2.7	 0.6	 1365.9	 3.7	S4G	Simbad	NED	LEDA
    1809	 	NGC4267   	184.93874	+12.79827	120.2	 -27.5	 0.021	10.498	 0.001	11.036	 0.002	 9.170	 5.760	-20.620	-20.081	10.456	 16.730	 3.387	-2.7	 0.7	       	    	S4G	Simbad	NED	LEDA
    1810	 	NGC4268   	184.94671	+05.28373	 64.7	  37.4	 0.452	12.223	 0.001	12.739	 0.002	 4.430	 4.019	-20.133	-19.617	10.245	 29.600	 1.697	-0.3	 0.7	 2373.8	11.0	S4G	Simbad	NED	LEDA
    1811	 	NGC4273   	184.98355	+05.34333	 87.9	   8.0	 0.386	11.319	 0.001	11.693	 0.001	 3.987	 3.649	-21.413	-21.039	10.652	 35.189	 3.326	 5.2	 0.5	 2379.9	 3.5	S4G	Simbad	NED	LEDA
    1812	 	NGC4274   	184.96079	+29.61480	234.8	 -78.8	 0.608	 9.702	 0.001	10.212	 0.001	 3.603	 3.676	-21.429	-20.919	10.759	 16.833	 6.258	 1.7	 0.6	  927.2	 5.0	S4G	Simbad	NED	LEDA
    1813	 	NGC4276   	185.03113	+07.69191	 61.5	  11.0	 0.176	13.004	 0.003	13.445	 0.002	 2.957	 3.015	-19.882	-19.441	10.089	       	      	 7.6	 2.0	 2614.9	 5.2	S4G	Simbad	NED	LEDA
    1814	 	NGC4278   	185.02846	+29.28072	189.6	  48.6	 0.200	 9.789	 0.001	10.357	 0.003	 7.255	 5.260	-21.209	-20.640	10.714	 15.831	 3.824	-4.8	 0.4	  620.8	 5.9	S4G	Simbad	NED	LEDA
    1815	 	NGC4283   	185.08654	+29.31090	 88.3	 -50.9	 0.140	11.676	 0.002	12.199	 0.003	 5.557	 4.664	-19.304	-18.781	 9.919	 15.700	 2.651	-4.8	 0.4	  705.0	11.8	S4G	Simbad	NED	LEDA
    1816	 	NGC4286   	185.17539	+29.34590	 69.6	 -25.5	 0.373	13.463	 0.014	13.987	 0.040	 2.734	 2.791	-16.798	-16.274	 8.917	       	      	 1.0	 2.5	  644.0	 8.5	S4G	Simbad	NED	LEDA
    1817	 	NGC4287   	185.20210	+05.63983	 55.3	  74.2	 0.641	13.928	 0.003	14.350	 0.003	 3.570	 3.449	-18.521	-18.099	 9.530	       	      	 3.4	 1.6	 2139.0	 8.5	S4G	Simbad	NED	LEDA
    1818	 	NGC4288   	185.15884	+46.29180	 65.8	 -43.8	 0.153	13.110	 0.054	13.631	 0.004	 2.951	 3.066	-17.746	-17.225	 9.294	 14.833	 9.831	 7.0	 1.3	  534.8	 3.9	S4G	Simbad	NED	LEDA
    1819	 	NGC4561   	189.03375	+19.32288	 65.0	  47.3	 0.160	13.094	 0.001	13.516	 0.001	 2.883	 2.998	-17.356	-16.934	 9.065	 12.300	      	 7.2	 1.2	 1406.0	 3.8	S4G	Simbad	NED	LEDA
    1820	 	ESO544-030	033.73860	-20.21175	 69.4	 -74.1	 0.367	13.203	 0.001	13.632	 0.001	 2.269	 2.269	-17.833	-17.405	 9.260	 16.117	 3.528	 7.9	 0.7	 1613.2	 4.2	S4G	Simbad	NED	LEDA
    1821	 	ESO545-002	034.81334	-18.93247	 61.7	  54.3	 0.543	14.602	 0.010	15.135	 0.001	 2.445	 2.426	-17.049	-16.516	 9.024	 21.383	 1.501	 8.9	 0.6	 1608.2	 4.6	S4G	Simbad	NED	LEDA
    1822	 	ESO545-003	034.87187	-21.43541	 45.2	 -63.1	 0.762	15.272	 0.002	15.620	 0.007	 2.991	 2.968	-16.169	-15.821	 8.535	 19.417	 3.185	 4.0	 1.8	 1595.9	 5.4	S4G	Simbad	NED	LEDA
    1823	 	ESO545-005	035.02541	-19.75073	 78.5	  55.5	 0.663	12.949	 0.003	13.344	 0.005	 4.186	 3.865	-19.519	-19.123	 9.910	 31.157	 1.382	 7.6	 3.5	 2337.7	 3.9	S4G	Simbad	NED	LEDA
    1824	 	ESO545-016	036.49725	-21.42161	 54.8	  69.5	 0.173	14.635	 0.001	15.185	 0.018	 3.000	 2.966	-16.689	-16.139	 8.892	 18.400	      	 9.0	 0.4	 1550.0	 6.9	S4G	Simbad	NED	LEDA
    1825	 	ESO546-034	044.65452	-18.69820	 37.4	 -66.4	 0.614	16.038	 0.053	16.680	 0.011	 2.543	 2.562	-15.446	-14.804	 8.464	       	      	 8.8	 1.0	 1566.6	 4.1	S4G	Simbad	NED	LEDA
    1826	 	ESO547-005	045.89550	-18.36709	 38.7	  49.3	 0.295	15.246	 0.001	15.709	 0.001	 2.390	 2.415	-16.278	-15.815	 8.664	       	      	10.0	 0.4	 1591.6	 4.4	S4G	Simbad	NED	LEDA
    1827	 	ESO547-012	047.40400	-17.83140	 38.0	 -70.7	 0.820	16.789	 0.020	17.374	 0.013	 2.784	 2.714	-15.991	-15.406	 8.639	 35.975	 1.729	 7.9	 1.3	 2008.6	 6.4	S4G	Simbad	NED	LEDA
    1828	 	ESO547-020	048.23998	-17.92978	 42.9	  28.4	 0.247	15.292	 0.022	15.939	 0.010	 3.187	 3.130	-16.770	-16.123	 8.997	       	      	 9.5	 0.7	 1993.8	 3.5	S4G	Simbad	NED	LEDA
    1829	 	ESO548-005	050.94581	-19.75437	 55.5	  44.4	 0.147	14.133	 0.016	14.648	 0.002	 2.371	 2.281	-17.570	-17.054	 9.219	 21.900	      	 8.7	 1.0	 1845.1	 7.3	S4G	Simbad	NED	LEDA
    1830	 	ESO548-009	051.15870	-19.29780	 32.8	 -64.2	 0.781	17.107	 0.006	17.500	 0.022	 2.923	 2.831	-17.710	-17.316	 9.185	 91.900	      	 6.7	 0.9	 1885.0	 7.6	S4G	Simbad	NED	LEDA
    1831	 	ESO548-016	051.51000	-21.34065	 51.4	 -24.7	 0.623	14.838	 0.011	15.426	 0.005	 3.637	 3.507	-17.350	-16.762	 9.185	       	      	 6.9	 3.3	 2119.0	 8.5	S4G	Simbad	NED	LEDA
    1832	 	ESO548-021	051.89851	-21.22791	 78.1	  66.6	 0.765	14.155	 0.003	14.493	 0.022	 2.698	 2.759	-17.475	-17.137	 9.050	 21.180	 1.395	 7.7	 1.0	 1684.0	 5.8	S4G	Simbad	NED	LEDA
    1833	 	ESO548-023	052.06051	-17.41990	 43.4	  22.9	 0.486	14.420	 0.044	14.835	 0.009	 4.832	 4.136	-17.282	-16.867	 9.031	 21.900	      	-3.7	 0.9	 1863.0	 8.9	S4G	Simbad	NED	LEDA
    1834	 	ESO548-025	052.25277	-22.14669	 53.2	  88.2	 0.457	14.405	 0.001	14.844	 0.003	 2.943	 2.954	-17.220	-16.781	 9.023	       	      	 1.1	 0.7	 1680.0	 8.5	S4G	Simbad	NED	LEDA
    1835	 	ESO548-032	053.08019	-17.71875	 53.8	 -44.7	 0.507	15.158	 0.006	15.679	 0.001	 2.744	 2.748	-17.456	-16.935	 9.178	 33.333	 9.280	 9.0	 0.5	 1953.1	 5.4	S4G	Simbad	NED	LEDA
    1836	 	ESO548-063	054.89446	-20.01521	 43.9	  39.7	 0.682	14.445	 0.011	14.802	 0.002	 2.667	 2.655	-17.555	-17.198	 9.097	 25.120	 1.969	 4.0	 1.5	       	    	S4G	Simbad	NED	LEDA
    1837	 	ESO548-082	055.68109	-17.50732	 38.7	 -45.1	 0.444	15.542	 0.001	15.881	 0.004	 3.025	 2.982	-16.171	-15.831	 8.530	       	      	 4.2	 3.0	 1726.6	 6.1	S4G	Simbad	NED	LEDA
    1838	 	ESO549-002	055.73928	-19.02077	 50.0	  34.5	 0.404	14.802	 0.002	15.123	 0.021	 3.090	 3.116	-15.817	-15.496	 8.375	       	      	 9.6	 1.3	 1111.5	 5.3	S4G	Simbad	NED	LEDA
    1839	 	ESO549-018	057.05856	-21.47440	 86.7	  22.8	 0.384	12.593	 0.009	13.129	 0.001	 2.444	 2.468	-19.867	-19.331	10.154	 31.044	 7.857	 4.8	 0.6	 1587.0	 8.5	S4G	Simbad	NED	LEDA
    1840	 	ESO549-035	058.76650	-20.38324	 32.0	  34.4	 0.299	15.508	 0.007	15.965	 0.016	 2.939	 2.899	-16.312	-15.855	 8.673	       	      	 6.0	 3.3	 1822.0	 8.6	S4G	Simbad	NED	LEDA
    1841	 	ESO550-005	061.49949	-17.77391	 72.0	  59.0	 0.726	14.979	 0.043	15.294	 0.001	 2.501	 2.501	-16.808	-16.492	 8.767	 22.767	 1.626	 8.8	 0.8	 1884.5	 3.9	S4G	Simbad	NED	LEDA
    1842	 	ESO550-024	065.30700	-21.84583	154.7	 -50.4	 0.608	12.665	 0.001	13.066	 0.001	 3.164	 3.084	-18.004	-17.603	 9.308	 13.612	 3.751	 6.7	 0.8	  899.5	 4.3	S4G	Simbad	NED	LEDA
    1843	 	ESO551-016	068.91890	-21.98823	 61.6	   3.2	 0.705	14.830	 0.003	15.268	 0.003	 2.647	 2.700	-16.560	-16.122	 8.758	 18.967	 4.738	 4.1	 0.6	 1808.0	 7.9	S4G	Simbad	NED	LEDA
    1844	 	ESO551-031	070.61985	-21.69146	 49.5	  -9.6	 0.631	14.702	 0.002	15.165	 0.005	 2.469	 2.466	-17.154	-16.691	 9.014	 23.500	 1.042	 6.7	 0.8	 1768.0	 7.9	S4G	Simbad	NED	LEDA
    1845	 	ESO553-017	077.79989	-19.61280	 39.9	 -10.4	 0.687	15.933	 0.009	16.334	 0.001	 2.984	 3.027	-16.978	-16.576	 8.898	 38.200	 0.707	 5.0	 2.0	 1949.4	 7.7	S4G	Simbad	NED	LEDA
    1846	 	ESO567-048	154.92461	-17.75025	 52.7	  50.6	 0.768	16.125	 0.001	16.819	 0.020	 3.065	 3.033	-14.126	-13.431	 7.974	       	      	 8.9	 0.5	  900.9	 4.9	S4G	Simbad	NED	LEDA
