Object,Source catalog,ICRS coordinates,Galaxy age,Redshift (z) / Distance,Morphological type,Angular size,Radial velocity,Physical size,Magnitude,Interest score,Distance method,Data source,Data score
PGC 10537,HECATE v1.1,41.760936 24.857530,"EST [mixed/younger stellar populations possible, broadly 1–10 billion years; morphology-based, not a direct measurement]",0.02492124 / 345.45 million ly,G [SIMBAD classification],0.417 × 0.217 arcmin [catalog value; band/isophote may vary],"7,471.2 km/s",EST [41.9 × 21.8 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,88% [completeness + multi-source agreement; not a scientific certainty score]
PGC 5060862,HECATE v1.1,84.357250 51.218556,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.03449720 / 475.75 million ly,G [SIMBAD classification],0.513 × 0.267 arcmin [catalog value; band/isophote may vary],"10,342.0 km/s",EST [71.0 × 36.9 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,80% [completeness + multi-source agreement; not a scientific certainty score]
FGC455,HyperLEDA PGC,57.312083 16.085000,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.02150933 / 300.45 million ly,LSB [SIMBAD classification],0.880 arcmin [catalog value],"6,379.0 km/s",EST [76.9 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,EST [simple Hubble-law distance; verify independently],HyperLEDA PGC; SIMBAD; values marked EST require verification,64% [completeness + multi-source agreement; not a scientific certainty score]
PGC 12468,HECATE v1.1,50.042042 41.351194,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.00688910 / 100.62 million ly,GiC [SIMBAD classification],Not available,"2,065.3 km/s",Not available,Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,70% [completeness + multi-source agreement; not a scientific certainty score]
PGC 2816359,HECATE v1.1,49.816167 6.728083,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.04623532 / 608.13 million ly,G [SIMBAD classification],0.267 × 0.208 arcmin [catalog value; band/isophote may vary],"13,861.0 km/s",EST [47.2 × 36.8 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,80% [completeness + multi-source agreement; not a scientific certainty score]
PGC 9023,HECATE v1.1,35.605249 17.669306,"EST [mixed stellar populations, broadly 5–12 billion years; morphology-based, not a direct measurement]",0.01369314 / 187.93 million ly,AG? [SIMBAD classification],0.857 × 0.415 arcmin [catalog value; band/isophote may vary],"4,105.1 km/s",EST [46.9 × 22.7 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,88% [completeness + multi-source agreement; not a scientific certainty score]
PGC 90019,HECATE v1.1,85.848417 54.012194,"EST [mixed stellar populations, broadly 5–12 billion years; morphology-based, not a direct measurement]",0.02709575 / 378.88 million ly,G [SIMBAD classification],0.323 × 0.265 arcmin [catalog value; band/isophote may vary],"8,123.1 km/s",EST [35.6 × 29.2 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,88% [completeness + multi-source agreement; not a scientific certainty score]
PGC23380,RC3,125.029583 17.356389,"EST [mixed/younger stellar populations possible, broadly 1–10 billion years; morphology-based, not a direct measurement]",0.01562952 / 218.32 million ly,AG? [SIMBAD classification],1.000 arcmin [catalog value],"4,649.0 km/s",EST [63.5 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,EST [simple Hubble-law distance; verify independently],RC3; SIMBAD; values marked EST require verification,72% [completeness + multi-source agreement; not a scientific certainty score]
PGC 6741356,HECATE v1.1,38.513331 20.887779,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.03127831 / 427.80 million ly,Not available,Not available,"9,377.0 km/s",Not available,Not available,Not evaluated by bridge,Not available,HECATE v1.1; values marked EST require verification,60% [completeness + multi-source agreement; not a scientific certainty score]
PGC29683,RC3,152.876667 30.791944,"EST [mixed stellar populations, broadly 5–12 billion years; morphology-based, not a direct measurement]",0.01723024 / 240.68 million ly,AG? [SIMBAD classification],1.110 arcmin [catalog value],"5,121.0 km/s",EST [77.7 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,EST [simple Hubble-law distance; verify independently],RC3; SIMBAD; values marked EST require verification,72% [completeness + multi-source agreement; not a scientific certainty score]
PGC 212939,HECATE v1.1,33.382959 16.809750,"EST [typically old-dominated stellar population, roughly 9–13 billion years; morphology-based, not a direct measurement]",0.03677211 / 498.15 million ly,G [SIMBAD classification],0.686 × 0.337 arcmin [catalog value; band/isophote may vary],"11,024.0 km/s",EST [99.4 × 48.9 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,88% [completeness + multi-source agreement; not a scientific certainty score]
PGC 2065247,HECATE v1.1,45.153291 35.486222,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.04371357 / 592.77 million ly,G [SIMBAD classification],0.220 × 0.180 arcmin [catalog value; band/isophote may vary],"13,105.0 km/s",EST [37.9 × 31.0 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,80% [completeness + multi-source agreement; not a scientific certainty score]
PGC 1425442,HyperLEDA PGC,42.013333 13.209167,EST [broad 8–12 billion year population range; not object-specific; verify independently],Not available / Not available,G [SIMBAD classification],0.410 arcmin [catalog value],Not available,Not available,Not available,Not evaluated by bridge,Not available,HyperLEDA PGC; SIMBAD; values marked EST require verification,42% [completeness + multi-source agreement; not a scientific certainty score]
PGC 3638775,HECATE v1.1,37.386206 27.295934,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.03731014 / 507.01 million ly,Not available,Not available,"11,185.3 km/s",Not available,Not available,Not evaluated by bridge,Not available,HECATE v1.1; values marked EST require verification,60% [completeness + multi-source agreement; not a scientific certainty score]
PGC 1454490,HyperLEDA PGC,34.426667 14.295278,EST [broad 8–12 billion year population range; not object-specific; verify independently],Not available / Not available,G [SIMBAD classification],0.570 arcmin [catalog value],Not available,Not available,Not available,Not evaluated by bridge,Not available,HyperLEDA PGC; SIMBAD; values marked EST require verification,42% [completeness + multi-source agreement; not a scientific certainty score]
PGC 8494,HECATE v1.1,33.275166 22.855778,"EST [typically old-dominated stellar population, roughly 9–13 billion years; morphology-based, not a direct measurement]",0.03147177 / 431.46 million ly,GiG [SIMBAD classification],0.932 × 0.696 arcmin [catalog value; band/isophote may vary],"9,435.0 km/s",EST [116.9 × 87.4 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,88% [completeness + multi-source agreement; not a scientific certainty score]
PGC 1606422,HECATE v1.1,50.292375 19.812278,"EST [typically old-dominated stellar population, roughly 9–13 billion years; morphology-based, not a direct measurement]",0.02752571 / 376.89 million ly,G [SIMBAD classification],0.470 × 0.423 arcmin [catalog value; band/isophote may vary],"8,252.0 km/s",EST [51.5 × 46.4 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,88% [completeness + multi-source agreement; not a scientific certainty score]
PGC 1774982,HECATE v1.1,29.967478 26.404816,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.01747476 / 236.80 million ly,AG? [SIMBAD classification],0.980 × 0.235 arcmin [catalog value; band/isophote may vary],"5,238.8 km/s",EST [67.5 × 16.2 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,80% [completeness + multi-source agreement; not a scientific certainty score]
PGC 2143546,HECATE v1.1,54.684084 39.112194,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.04205910 / 569.49 million ly,G [SIMBAD classification],0.540 × 0.205 arcmin [catalog value; band/isophote may vary],"12,609.0 km/s",EST [89.5 × 34.0 thousand ly; derived from adopted distance and angular size],Not available,Not evaluated by bridge,Not available,HECATE v1.1; SIMBAD; values marked EST require verification,80% [completeness + multi-source agreement; not a scientific certainty score]
NGC  2329,RC3,107.284167 48.616111,"EST [typically old-dominated stellar population, roughly 9–13 billion years; morphology-based, not a direct measurement]",0.01910989 / 266.94 million ly,rG [SIMBAD classification],1.110 arcmin [catalog value],"5,729.0 km/s",EST [86.2 thousand ly; derived from adopted distance and angular size],13.480 [catalog photometry; band must be shown in viewer],Not evaluated by bridge,EST [simple Hubble-law distance; verify independently],RC3; SIMBAD; values marked EST require verification,86% [completeness + multi-source agreement; not a scientific certainty score]
A   0847+57,RC3,132.913750 57.106944,EST [broad 8–12 billion year population range; not object-specific; verify independently],0.02278243 / 318.24 million ly,Not available,Not available,"6,830.0 km/s",Not available,Not available,Not evaluated by bridge,EST [simple Hubble-law distance; verify independently],RC3; values marked EST require verification,50% [completeness + multi-source agreement; not a scientific certainty score]
